Date,Forecasted_ZHVI
2024-09-01,268185.3412465079
2024-10-01,269005.2209151944
2024-11-01,269825.10058388097
2024-12-01,270644.9802525675
2025-01-01,271464.85992125404
2025-02-01,272284.7395899406
2025-03-01,273104.6192586271
2025-04-01,273924.49892731366
2025-05-01,274744.3785960002
2025-06-01,275564.25826468674
2025-07-01,276384.1379333733
2025-08-01,277204.0176020598
