Date,Forecasted_ZHVI
2024-09-01,330511.26200633706
2024-10-01,330185.5121351686
2024-11-01,329897.7826235282
2024-12-01,329682.2049365155
2025-01-01,329550.9657052498
2025-02-01,329497.6140797826
2025-03-01,329502.96884949907
2025-04-01,329541.8779491449
2025-05-01,329589.3680784491
2025-06-01,329625.2047626876
2025-07-01,329636.42428602354
2025-08-01,329617.8839455173
