Date,Forecasted_ZHVI
2024-09-01,301316.739273445
2024-10-01,301121.7696401822
2024-11-01,300970.59144794126
2024-12-01,300871.00899833767
2025-01-01,300869.28449476097
2025-02-01,300965.2877059854
2025-03-01,301169.1773935998
2025-04-01,301413.84674941906
2025-05-01,301644.5016914797
2025-06-01,301853.74948014977
2025-07-01,302061.64742349513
2025-08-01,302312.548555249
