Date,Forecasted_ZHVI
2024-09-01,484904.063990488
2024-10-01,487992.53447766486
2024-11-01,491009.4671644524
2024-12-01,493942.04941710446
2025-01-01,496793.51352665457
2025-02-01,499580.54100119293
2025-03-01,502328.6993317832
2025-04-01,505066.9415373976
2025-05-01,507822.22772528086
2025-06-01,510615.17215524416
2025-07-01,513457.3290023287
2025-08-01,516350.37191044836
