Date,Forecasted_ZHVI
2024-09-01,538658.026720012
2024-10-01,541857.7090468816
2024-11-01,545063.7850869641
2024-12-01,548275.0120684555
2025-01-01,551490.582384865
2025-02-01,554709.8330882315
2025-03-01,557932.2040253498
2025-04-01,561157.2204402481
2025-05-01,564384.4798255487
2025-06-01,567613.640916171
2025-07-01,570844.4143701791
2025-08-01,574076.5548686364
