Date,Forecasted_ZHVI
2024-09-01,631129.1054441392
2024-10-01,633260.2133505319
2024-11-01,635391.3290589494
2024-12-01,637522.4450347277
2025-01-01,639653.561019668
2025-02-01,641784.6770049222
2025-03-01,643915.7929901871
2025-04-01,646046.9089754524
2025-05-01,648178.0249607178
2025-06-01,650309.1409459831
2025-07-01,652440.2569312485
2025-08-01,654571.3729165138
