Date,Forecasted_ZHVI
2024-09-01,270169.3518639966
2024-10-01,270600.0997717182
2024-11-01,271145.3749011651
2024-12-01,271779.19490557
2025-01-01,272470.13916050544
2025-02-01,273191.31128666323
2025-03-01,273923.83682558854
2025-04-01,274656.6615439695
2025-05-01,275384.7224427421
2025-06-01,276106.7896701897
2025-07-01,276823.63925753324
2025-08-01,277536.781444293
